timestamp,OPEN,HIGH,LOW,CLOSE,VOLUME,PriceRange
1485166200.0,9.563,9.567,9.563,9.566,1669.0,0.0039999999999995595
1485166260.0,9.568,9.568,9.568,9.568,398.0,0.0
1485166440.0,9.568,9.568,9.568,9.568,3447.0,0.0
1485166500.0,9.568,9.572,9.561,9.572,2773.0,0.010999999999999233
1485166560.0,9.569,9.569,9.569,9.569,595.0,0.0
1485166680.0,9.573,9.576,9.573,9.576,2163.0,0.0030000000000001137
1485166740.0,9.569,9.576,9.569,9.576,1691.0,0.006999999999999673
1485166800.0,9.569,9.569,9.568,9.568,5113.0,0.0010000000000012221
1485166860.0,9.569,9.571,9.566,9.571,4647.0,0.004999999999999005
1485166920.0,9.568,9.568,9.568,9.568,735.0,0.0
1485166980.0,9.568,9.572,9.568,9.571,627.0,0.0039999999999995595
1485167040.0,9.571,9.573,9.571,9.573,1660.0,0.002000000000000668
1485167100.0,9.578,9.585,9.578,9.585,5640.0,0.0070000000000014495
1485167400.0,9.588,9.59,9.588,9.59,6079.0,0.002000000000000668
1485167460.0,9.59,9.59,9.585,9.585,3381.0,0.004999999999999005
1485167520.0,9.584,9.584,9.581,9.582,5286.0,0.0030000000000001137
1485167700.0,9.582,9.585,9.582,9.585,790.0,0.0030000000000001137
1485167760.0,9.586,9.586,9.586,9.586,773.0,0.0
1485167820.0,9.586,9.59,9.585,9.585,15840.0,0.004999999999999005
1485167880.0,9.585,9.585,9.581,9.581,1423.0,0.004000000000001336
1485168000.0,9.58,9.585,9.58,9.585,616.0,0.005000000000000782
1485168180.0,9.58,9.58,9.58,9.58,700.0,0.0
1485168240.0,9.586,9.586,9.586,9.586,100.0,0.0
1485168300.0,9.587,9.587,9.587,9.587,10.0,0.0
1485168360.0,9.58,9.58,9.58,9.58,18.0,0.0
1485168420.0,9.58,9.58,9.58,9.58,100.0,0.0
1485168660.0,9.58,9.58,9.58,9.58,35.0,0.0
1485168720.0,9.58,9.58,9.579,9.579,3425.0,0.0009999999999994458
1485168780.0,9.579,9.579,9.576,9.579,4139.0,0.0030000000000001137
1485168840.0,9.573,9.576,9.573,9.576,893.0,0.0030000000000001137
1485168900.0,9.577,9.58,9.577,9.579,4031.0,0.0030000000000001137
1485168960.0,9.58,9.58,9.579,9.579,604.0,0.0009999999999994458
1485169080.0,9.577,9.579,9.577,9.579,255.0,0.002000000000000668
1485169140.0,9.571,9.571,9.571,9.571,42.0,0.0
1485169200.0,9.577,9.577,9.569,9.569,1920.0,0.007999999999999119
1485169260.0,9.565,9.568,9.565,9.568,1705.0,0.0030000000000001137
1485169380.0,9.563,9.565,9.563,9.565,832.0,0.0019999999999988916
1485169440.0,9.561,9.565,9.561,9.563,1774.0,0.0039999999999995595
1485169500.0,9.569,9.569,9.564,9.564,1116.0,0.005000000000000782
1485169560.0,9.563,9.563,9.563,9.563,711.0,0.0
1485169680.0,9.564,9.564,9.564,9.564,2491.0,0.0
1485169920.0,9.565,9.565,9.563,9.563,3400.0,0.0019999999999988916
1485169980.0,9.565,9.565,9.565,9.565,711.0,0.0
1485170040.0,9.566,9.566,9.566,9.566,180.0,0.0
1485170100.0,9.568,9.569,9.568,9.568,1005.0,0.0010000000000012221
1485170220.0,9.569,9.569,9.569,9.569,500.0,0.0
1485170280.0,9.565,9.566,9.563,9.566,838.0,0.0030000000000001137
1485170520.0,9.562,9.562,9.562,9.562,7.0,0.0
1485170580.0,9.562,9.562,9.562,9.562,36.0,0.0
1485170880.0,9.568,9.568,9.568,9.568,1033.0,0.0
1485171120.0,9.563,9.563,9.56,9.562,7983.0,0.0030000000000001137
1485171180.0,9.566,9.567,9.566,9.567,673.0,0.0009999999999994458
1485171360.0,9.568,9.57,9.568,9.57,590.0,0.002000000000000668
1485171540.0,9.568,9.568,9.563,9.563,151.0,0.004999999999999005
1485171600.0,9.563,9.563,9.563,9.563,195.0,0.0
1485171840.0,9.562,9.569,9.562,9.569,729.0,0.0070000000000014495
1485171960.0,9.563,9.563,9.563,9.563,295.0,0.0
1485172080.0,9.567,9.568,9.565,9.565,1462.0,0.0030000000000001137
1485172320.0,9.568,9.569,9.565,9.567,2247.0,0.004000000000001336
1485172440.0,9.569,9.569,9.566,9.566,131.0,0.0030000000000001137
1485172560.0,9.566,9.57,9.566,9.57,1391.0,0.0039999999999995595
1485172680.0,9.57,9.57,9.568,9.568,744.0,0.002000000000000668
1485172740.0,9.567,9.572,9.566,9.571,8432.0,0.005999999999998451
1485172800.0,9.574,9.579,9.574,9.576,11363.0,0.005000000000000782
1485172920.0,9.579,9.579,9.578,9.579,1008.0,0.0010000000000012221
1485173040.0,9.58,9.58,9.58,9.58,876.0,0.0
1485173100.0,9.58,9.58,9.577,9.577,1057.0,0.0030000000000001137
1485173220.0,9.577,9.577,9.577,9.577,9.0,0.0
1485173280.0,9.577,9.577,9.577,9.577,31.0,0.0
1485173340.0,9.581,9.581,9.581,9.581,830.0,0.0
1485173400.0,9.585,9.585,9.585,9.585,808.0,0.0
1485173460.0,9.585,9.585,9.583,9.583,1437.0,0.002000000000000668
1485173520.0,9.579,9.579,9.579,9.579,100.0,0.0
1485173580.0,9.587,9.587,9.579,9.579,494.0,0.007999999999999119
1485174060.0,9.589,9.589,9.589,9.589,575.0,0.0
1485174120.0,9.589,9.589,9.588,9.589,2781.0,0.0010000000000012221
1485174240.0,9.59,9.59,9.585,9.585,2797.0,0.004999999999999005
1485174360.0,9.59,9.59,9.589,9.59,11956.0,0.0009999999999994458
1485174420.0,9.587,9.587,9.587,9.587,277.0,0.0
1485174480.0,9.59,9.59,9.587,9.587,1930.0,0.0030000000000001137
1485174540.0,9.586,9.586,9.586,9.586,400.0,0.0
1485174600.0,9.582,9.582,9.582,9.582,277.0,0.0
1485174660.0,9.586,9.586,9.586,9.586,100.0,0.0
1485174840.0,9.586,9.586,9.585,9.585,856.0,0.0009999999999994458
1485174900.0,9.581,9.581,9.579,9.579,7655.0,0.0019999999999988916
1485174960.0,9.579,9.581,9.579,9.581,256.0,0.0019999999999988916
1485175020.0,9.577,9.58,9.577,9.58,731.0,0.0030000000000001137
1485175080.0,9.577,9.577,9.577,9.577,78.0,0.0
1485175200.0,9.577,9.577,9.577,9.577,72.0,0.0
1485175320.0,9.577,9.577,9.57,9.573,3390.0,0.006999999999999673
1485175440.0,9.57,9.57,9.57,9.57,4132.0,0.0
1485175560.0,9.572,9.572,9.57,9.57,1566.0,0.0019999999999988916
1485175740.0,9.574,9.574,9.574,9.574,357.0,0.0
1485175860.0,9.574,9.574,9.574,9.574,1002.0,0.0
1485175920.0,9.57,9.57,9.57,9.57,626.0,0.0
1485176040.0,9.57,9.57,9.57,9.57,1344.0,0.0
1485176100.0,9.571,9.571,9.57,9.57,893.0,0.0009999999999994458
1485176340.0,9.569,9.569,9.569,9.569,1286.0,0.0
1485176400.0,9.57,9.57,9.568,9.569,1222.0,0.002000000000000668
1485176580.0,9.568,9.568,9.565,9.565,3117.0,0.0030000000000001137
1485176700.0,9.562,9.563,9.562,9.563,2641.0,0.0010000000000012221
1485176820.0,9.565,9.57,9.565,9.57,4093.0,0.005000000000000782
1485176880.0,9.568,9.568,9.567,9.568,1533.0,0.0009999999999994458
1485176940.0,9.565,9.567,9.565,9.565,1392.0,0.002000000000000668
1485177000.0,9.568,9.568,9.565,9.565,849.0,0.0030000000000001137
1485177300.0,9.563,9.566,9.563,9.566,1399.0,0.0030000000000001137
1485177360.0,9.563,9.563,9.563,9.563,400.0,0.0
1485177420.0,9.565,9.565,9.562,9.562,2001.0,0.0030000000000001137
1485177660.0,9.561,9.562,9.561,9.562,2124.0,0.0009999999999994458
1485177720.0,9.564,9.567,9.564,9.567,917.0,0.0030000000000001137
1485177780.0,9.569,9.57,9.569,9.57,2426.0,0.0009999999999994458
1485177900.0,9.569,9.569,9.569,9.569,203.0,0.0
1485177960.0,9.568,9.569,9.567,9.569,1240.0,0.002000000000000668
1485178080.0,9.568,9.568,9.568,9.568,108.0,0.0
1485178140.0,9.567,9.567,9.565,9.565,2413.0,0.002000000000000668
1485178440.0,9.562,9.562,9.559,9.561,3443.0,0.0030000000000001137
1485178500.0,9.564,9.564,9.564,9.564,1921.0,0.0
1485178860.0,9.559,9.559,9.556,9.556,2057.0,0.0030000000000001137
1485178920.0,9.55,9.556,9.55,9.556,1367.0,0.005999999999998451
1485178980.0,9.553,9.553,9.553,9.553,1536.0,0.0
1485179220.0,9.551,9.551,9.551,9.551,578.0,0.0
1485179280.0,9.552,9.553,9.552,9.553,2021.0,0.0010000000000012221
1485179400.0,9.554,9.555,9.55,9.552,13455.0,0.004999999999999005
1485179460.0,9.553,9.553,9.552,9.552,1738.0,0.0010000000000012221
1485179640.0,9.553,9.553,9.553,9.553,613.0,0.0
1485179880.0,9.552,9.552,9.551,9.551,5923.0,0.0009999999999994458
1485180180.0,9.547,9.547,9.54,9.54,2579.0,0.0070000000000014495
1485180300.0,9.534,9.535,9.534,9.535,129.0,0.0009999999999994458
1485180360.0,9.533,9.533,9.522,9.522,858.0,0.010999999999999233
1485180420.0,9.52,9.52,9.52,9.52,738.0,0.0
1485180480.0,9.522,9.525,9.522,9.525,10000.0,0.0030000000000001137
1485180540.0,9.531,9.54,9.531,9.539,10376.0,0.008999999999998565
1485180720.0,9.544,9.544,9.544,9.544,125.0,0.0
1485180780.0,9.535,9.535,9.535,9.535,7.0,0.0
1485181080.0,9.542,9.542,9.542,9.542,390.0,0.0
1485181380.0,9.535,9.535,9.533,9.533,938.0,0.002000000000000668
1485181680.0,9.533,9.539,9.53,9.539,1474.0,0.009000000000000341
1485181740.0,9.531,9.531,9.528,9.528,841.0,0.0030000000000001137
1485181980.0,9.524,9.524,9.518,9.518,946.0,0.005999999999998451
1485182040.0,9.51,9.511,9.506,9.511,4061.0,0.004999999999999005
1485182100.0,9.508,9.508,9.508,9.508,315.0,0.0
1485182280.0,9.504,9.504,9.5,9.5,4599.0,0.0039999999999995595
1485182340.0,9.506,9.506,9.502,9.502,512.0,0.0039999999999995595
1485182460.0,9.502,9.502,9.501,9.501,1669.0,0.0010000000000012221
1485182520.0,9.5,9.5,9.499,9.499,2414.0,0.0009999999999994458
1485182640.0,9.499,9.499,9.498,9.498,1151.0,0.0010000000000012221
1485182760.0,9.495,9.495,9.49,9.49,1318.0,0.004999999999999005
1485182880.0,9.49,9.49,9.489,9.489,396.0,0.0009999999999994458
1485182940.0,9.49,9.49,9.49,9.49,543.0,0.0
1485183000.0,9.489,9.489,9.486,9.486,955.0,0.0030000000000001137
1485183240.0,9.485,9.485,9.481,9.481,635.0,0.0039999999999995595
1485183300.0,9.481,9.481,9.477,9.481,1089.0,0.0039999999999995595
1485183420.0,9.479,9.479,9.479,9.479,40.0,0.0
1485183480.0,9.479,9.479,9.476,9.476,2234.0,0.0029999999999983373
1485183600.0,9.476,9.488,9.476,9.488,5278.0,0.011999999999998678
1485183660.0,9.49,9.503,9.49,9.503,13408.0,0.0129999999999999
1485183780.0,9.503,9.508,9.503,9.503,6262.0,0.004999999999999005
1485183840.0,9.503,9.503,9.503,9.503,1200.0,0.0
1485183900.0,9.504,9.506,9.504,9.506,2300.0,0.002000000000000668
1485183960.0,9.505,9.505,9.505,9.505,375.0,0.0
1485184020.0,9.505,9.505,9.505,9.505,3523.0,0.0
1485184080.0,9.506,9.506,9.506,9.506,357.0,0.0
1485184140.0,9.506,9.507,9.506,9.506,1901.0,0.0009999999999994458
1485184200.0,9.504,9.506,9.504,9.506,1467.0,0.002000000000000668
1485184260.0,9.506,9.507,9.504,9.504,2290.0,0.0030000000000001137
1485184320.0,9.507,9.507,9.507,9.507,525.0,0.0
1485184380.0,9.504,9.504,9.504,9.504,18.0,0.0
1485184440.0,9.508,9.508,9.507,9.507,2115.0,0.0009999999999994458
1485184560.0,9.508,9.54,9.508,9.538,18886.0,0.03200000000000003
1485184620.0,9.531,9.531,9.531,9.531,2482.0,0.0
1485184680.0,9.528,9.528,9.525,9.525,4749.0,0.0030000000000001137
1485184740.0,9.525,9.525,9.524,9.524,2121.0,0.0010000000000012221
1485184800.0,9.524,9.524,9.524,9.524,457.0,0.0
1485184860.0,9.524,9.528,9.524,9.527,9240.0,0.004000000000001336
1485184920.0,9.534,9.536,9.534,9.536,2004.0,0.0019999999999988916
1485184980.0,9.526,9.53,9.523,9.526,8412.0,0.006999999999999673
1485185040.0,9.523,9.523,9.523,9.523,395.0,0.0
1485185100.0,9.522,9.523,9.522,9.522,1546.0,0.0009999999999994458
1485185160.0,9.522,9.522,9.522,9.522,949.0,0.0
1485185220.0,9.521,9.521,9.521,9.521,300.0,0.0
1485185280.0,9.518,9.518,9.518,9.518,1200.0,0.0
1485185400.0,9.521,9.532,9.521,9.532,4386.0,0.010999999999999233
1485185580.0,9.535,9.543,9.535,9.543,3867.0,0.007999999999999119
1485185640.0,9.542,9.547,9.542,9.547,1730.0,0.005000000000000782
1485185700.0,9.55,9.55,9.549,9.549,650.0,0.0010000000000012221
1485185760.0,9.548,9.548,9.548,9.548,190.0,0.0
1485185820.0,9.548,9.548,9.548,9.548,99.0,0.0
1485185940.0,9.543,9.549,9.543,9.549,833.0,0.006000000000000227
1485186000.0,9.554,9.557,9.554,9.557,975.0,0.0030000000000001137
1485186180.0,9.55,9.55,9.537,9.548,7431.0,0.0129999999999999
1485186240.0,9.544,9.557,9.544,9.557,753.0,0.0129999999999999
1485186540.0,9.55,9.55,9.542,9.542,4953.0,0.008000000000000895
1485186660.0,9.538,9.538,9.538,9.538,755.0,0.0
1485186780.0,9.539,9.539,9.539,9.539,1000.0,0.0
1485186840.0,9.535,9.535,9.535,9.535,947.0,0.0
1485186900.0,9.537,9.539,9.535,9.535,5416.0,0.0039999999999995595
1485186960.0,9.537,9.54,9.537,9.54,401.0,0.0029999999999983373
1485187080.0,9.533,9.533,9.533,9.533,6.0,0.0
1485187200.0,9.537,9.537,9.537,9.537,703.0,0.0
1485187260.0,9.533,9.534,9.533,9.534,3213.0,0.0010000000000012221
1485187320.0,9.534,9.534,9.534,9.534,2017.0,0.0
1485187380.0,9.542,9.542,9.542,9.542,324.0,0.0
1485187440.0,9.535,9.536,9.534,9.535,7528.0,0.0019999999999988916
1485187500.0,9.536,9.544,9.535,9.544,2111.0,0.009000000000000341
1485187560.0,9.544,9.552,9.544,9.551,7431.0,0.007999999999999119
1485187620.0,9.553,9.553,9.553,9.553,500.0,0.0
1485187680.0,9.551,9.551,9.551,9.551,322.0,0.0
1485187740.0,9.547,9.555,9.547,9.555,310.0,0.007999999999999119
1485187800.0,9.553,9.561,9.553,9.56,28998.0,0.007999999999999119
1485187920.0,9.56,9.56,9.559,9.559,1321.0,0.0010000000000012221
1485187980.0,9.561,9.561,9.561,9.561,100.0,0.0
1485188040.0,9.559,9.559,9.559,9.559,340.0,0.0
1485188100.0,9.559,9.559,9.559,9.559,1920.0,0.0
1485188160.0,9.556,9.557,9.555,9.555,506.0,0.002000000000000668
1485188280.0,9.557,9.557,9.557,9.557,326.0,0.0
1485188340.0,9.556,9.556,9.556,9.556,387.0,0.0
1485188400.0,9.556,9.557,9.554,9.554,9291.0,0.0030000000000001137
1485188460.0,9.551,9.551,9.551,9.551,388.0,0.0
1485188580.0,9.552,9.553,9.548,9.553,15967.0,0.005000000000000782
1485188640.0,9.555,9.555,9.548,9.548,1073.0,0.006999999999999673
1485188760.0,9.549,9.554,9.547,9.547,4650.0,0.006999999999999673
1485188820.0,9.55,9.558,9.546,9.558,13086.0,0.012000000000000455
1485188880.0,9.556,9.559,9.556,9.559,1076.0,0.0030000000000001137
1485189000.0,9.556,9.563,9.556,9.563,797.0,0.0070000000000014495
1485189060.0,9.564,9.564,9.564,9.564,250.0,0.0
1485189180.0,9.564,9.565,9.559,9.559,1439.0,0.006000000000000227
1485189240.0,9.556,9.556,9.555,9.555,640.0,0.0009999999999994458
1485189300.0,9.555,9.56,9.555,9.556,1567.0,0.005000000000000782
1485189420.0,9.558,9.561,9.555,9.561,1158.0,0.006000000000000227
1485189600.0,9.562,9.562,9.558,9.558,608.0,0.0039999999999995595
1485189660.0,9.564,9.564,9.564,9.564,2110.0,0.0
1485189720.0,9.563,9.563,9.559,9.559,942.0,0.004000000000001336
1485189900.0,9.561,9.563,9.56,9.563,1584.0,0.0030000000000001137
1485189960.0,9.559,9.564,9.559,9.564,1393.0,0.005000000000000782
1485190140.0,9.563,9.563,9.561,9.561,460.0,0.002000000000000668
1485190260.0,9.561,9.561,9.561,9.561,81.0,0.0
1485190320.0,9.561,9.563,9.561,9.563,468.0,0.002000000000000668
1485190380.0,9.563,9.567,9.563,9.567,421.0,0.0039999999999995595
1485190440.0,9.567,9.567,9.565,9.567,2358.0,0.002000000000000668
1485190500.0,9.563,9.563,9.563,9.563,653.0,0.0
1485190560.0,9.56,9.568,9.56,9.568,2375.0,0.007999999999999119
1485190740.0,9.563,9.565,9.562,9.565,1065.0,0.0030000000000001137
1485190800.0,9.56,9.563,9.56,9.563,1317.0,0.0030000000000001137
1485190860.0,9.563,9.563,9.563,9.563,15.0,0.0
1485190920.0,9.56,9.56,9.56,9.56,518.0,0.0
1485191040.0,9.565,9.57,9.565,9.567,4910.0,0.005000000000000782
1485191160.0,9.568,9.57,9.568,9.57,1727.0,0.002000000000000668
1485191220.0,9.572,9.576,9.572,9.576,350.0,0.004000000000001336
1485191280.0,9.573,9.573,9.571,9.573,1456.0,0.002000000000000668
1485191340.0,9.575,9.575,9.575,9.575,400.0,0.0
1485191400.0,9.574,9.576,9.573,9.576,2389.0,0.0030000000000001137
1485191460.0,9.577,9.577,9.573,9.576,539.0,0.0039999999999995595
1485191520.0,9.573,9.576,9.572,9.576,2696.0,0.004000000000001336
1485191640.0,9.576,9.576,9.576,9.576,104.0,0.0
1485191700.0,9.572,9.574,9.569,9.569,2737.0,0.004999999999999005
1485191760.0,9.567,9.567,9.563,9.567,3472.0,0.0039999999999995595
1485191820.0,9.565,9.572,9.562,9.572,12374.0,0.009999999999999787
1485191880.0,9.57,9.572,9.568,9.572,1349.0,0.0039999999999995595
1485191940.0,9.573,9.578,9.573,9.578,2954.0,0.004999999999999005
1485192000.0,9.578,9.578,9.578,9.578,86.0,0.0
1485192060.0,9.577,9.578,9.577,9.578,1372.0,0.0009999999999994458
1485192120.0,9.578,9.578,9.576,9.576,434.0,0.0019999999999988916
1485192180.0,9.576,9.576,9.574,9.574,1152.0,0.002000000000000668
1485192240.0,9.573,9.573,9.573,9.573,670.0,0.0
1485192300.0,9.57,9.57,9.553,9.553,1248.0,0.01699999999999946
1485192480.0,9.552,9.553,9.552,9.553,3029.0,0.0010000000000012221
1485192540.0,9.555,9.559,9.553,9.555,2450.0,0.005999999999998451
1485192600.0,9.555,9.56,9.555,9.555,950.0,0.005000000000000782
1485192960.0,9.555,9.555,9.555,9.555,240688.0,0.0
1485192960.0,9.55,9.55,9.55,9.55,4722.0,0.0
1485248520.0,9.549,9.55,9.549,9.55,3592.0,0.0010000000000012221
1485248580.0,9.555,9.56,9.555,9.56,1000.0,0.005000000000000782
1485248640.0,9.57,9.585,9.57,9.585,1146.0,0.015000000000000568
1485248700.0,9.58,9.595,9.58,9.595,2736.0,0.015000000000000568
1485248760.0,9.598,9.599,9.598,9.599,1150.0,0.0009999999999994458
1485248820.0,9.594,9.594,9.594,9.594,625.0,0.0
1485248880.0,9.59,9.59,9.59,9.59,5000.0,0.0
1485249000.0,9.577,9.577,9.577,9.577,169.0,0.0
1485249060.0,9.577,9.589,9.575,9.589,245.0,0.014000000000001123
1485249120.0,9.567,9.567,9.557,9.557,462.0,0.009999999999999787
1485249300.0,9.558,9.558,9.558,9.558,194.0,0.0
1485249600.0,9.559,9.559,9.559,9.559,250.0,0.0
1485249720.0,9.559,9.559,9.559,9.559,332.0,0.0
1485249780.0,9.555,9.555,9.555,9.555,15.0,0.0
1485249840.0,9.555,9.56,9.549,9.559,2649.0,0.011000000000001009
1485249900.0,9.559,9.561,9.559,9.561,3000.0,0.002000000000000668
1485249960.0,9.559,9.559,9.559,9.559,60.0,0.0
1485250140.0,9.546,9.546,9.546,9.546,1748.0,0.0
1485250260.0,9.549,9.552,9.549,9.549,1453.0,0.0030000000000001137
1485250440.0,9.552,9.552,9.552,9.552,98.0,0.0
1485250500.0,9.55,9.55,9.546,9.548,5418.0,0.004000000000001336
1485250620.0,9.556,9.564,9.556,9.564,5287.0,0.008000000000000895
1485250800.0,9.569,9.58,9.569,9.58,2872.0,0.010999999999999233
1485250860.0,9.582,9.582,9.569,9.569,274.0,0.0129999999999999
1485251160.0,9.567,9.569,9.567,9.569,923.0,0.002000000000000668
1485251280.0,9.575,9.575,9.575,9.575,6.0,0.0
1485251340.0,9.575,9.597,9.575,9.584,26242.0,0.02200000000000024
1485251400.0,9.585,9.585,9.58,9.58,1181.0,0.005000000000000782
1485251460.0,9.58,9.58,9.58,9.58,472.0,0.0
1485251640.0,9.592,9.598,9.592,9.598,2487.0,0.006000000000000227
1485251700.0,9.596,9.598,9.596,9.598,1987.0,0.002000000000000668
1485251760.0,9.594,9.594,9.588,9.588,1314.0,0.006000000000000227
1485251820.0,9.589,9.589,9.586,9.586,2181.0,0.0030000000000001137
1485251940.0,9.584,9.584,9.584,9.584,570.0,0.0
1485252060.0,9.583,9.583,9.583,9.583,7.0,0.0
1485252240.0,9.583,9.583,9.583,9.583,261.0,0.0
1485252300.0,9.581,9.585,9.58,9.585,13526.0,0.005000000000000782
1485252360.0,9.585,9.585,9.585,9.585,927.0,0.0
1485252420.0,9.581,9.585,9.581,9.585,700.0,0.004000000000001336
1485252480.0,9.59,9.59,9.59,9.59,1000.0,0.0
1485252540.0,9.587,9.59,9.587,9.59,853.0,0.0030000000000001137
1485252600.0,9.588,9.588,9.588,9.588,70.0,0.0
1485252720.0,9.595,9.596,9.595,9.596,544.0,0.0009999999999994458
1485252840.0,9.588,9.588,9.588,9.588,1000.0,0.0
1485252900.0,9.595,9.595,9.595,9.595,172.0,0.0
1485252960.0,9.595,9.596,9.595,9.595,1107.0,0.0009999999999994458
1485253080.0,9.59,9.59,9.59,9.59,515.0,0.0
1485253140.0,9.589,9.589,9.585,9.588,9722.0,0.0039999999999995595
1485253200.0,9.586,9.587,9.577,9.577,9602.0,0.009999999999999787
1485253320.0,9.57,9.57,9.57,9.57,49.0,0.0
1485253440.0,9.576,9.579,9.576,9.576,14062.0,0.0030000000000001137
1485253500.0,9.577,9.577,9.576,9.576,3164.0,0.0009999999999994458
1485253560.0,9.577,9.584,9.577,9.584,3987.0,0.006999999999999673
1485253620.0,9.578,9.578,9.57,9.57,9773.0,0.007999999999999119
1485253680.0,9.57,9.57,9.567,9.567,5757.0,0.0030000000000001137
1485253740.0,9.576,9.58,9.576,9.58,2634.0,0.0039999999999995595
1485253800.0,9.58,9.58,9.58,9.58,877.0,0.0
1485253860.0,9.585,9.585,9.585,9.585,641.0,0.0
1485253920.0,9.584,9.587,9.584,9.587,897.0,0.0030000000000001137
1485253980.0,9.59,9.607,9.59,9.607,20792.0,0.01699999999999946
1485254040.0,9.608,9.608,9.608,9.608,176.0,0.0
1485254100.0,9.602,9.602,9.6,9.6,3796.0,0.002000000000000668
1485254160.0,9.605,9.605,9.605,9.605,1114.0,0.0
1485254220.0,9.603,9.603,9.603,9.603,74.0,0.0
1485254340.0,9.61,9.622,9.61,9.617,12334.0,0.012000000000000455
1485254400.0,9.619,9.62,9.617,9.62,4524.0,0.0029999999999983373
1485254460.0,9.623,9.623,9.623,9.623,748.0,0.0
1485254640.0,9.617,9.626,9.617,9.626,2076.0,0.008999999999998565
1485254820.0,9.617,9.617,9.617,9.617,1472.0,0.0
1485254880.0,9.615,9.616,9.615,9.616,397.0,0.0009999999999994458
1485254940.0,9.617,9.617,9.615,9.615,714.0,0.002000000000000668
1485255000.0,9.62,9.62,9.62,9.62,100.0,0.0
1485255060.0,9.618,9.619,9.615,9.619,3858.0,0.0039999999999995595
1485255120.0,9.625,9.63,9.625,9.63,2754.0,0.005000000000000782
1485255180.0,9.632,9.632,9.632,9.632,642.0,0.0
1485255240.0,9.628,9.634,9.628,9.634,1190.0,0.006000000000000227
1485255300.0,9.627,9.627,9.627,9.627,10.0,0.0
1485255420.0,9.628,9.629,9.627,9.627,1112.0,0.0019999999999988916
1485255540.0,9.625,9.625,9.625,9.625,3762.0,0.0
1485255600.0,9.625,9.625,9.62,9.622,8315.0,0.005000000000000782
1485255660.0,9.62,9.623,9.62,9.621,6210.0,0.0030000000000001137
1485255720.0,9.62,9.623,9.62,9.621,3442.0,0.0030000000000001137
1485255780.0,9.624,9.624,9.624,9.624,264.0,0.0
1485255840.0,9.62,9.623,9.62,9.623,1053.0,0.0030000000000001137
